num,FSDB,moTagL,moTagR,tState,brand,moPITTag,season,moDay,moMn,moYear,moAge,arrivalDate,sex,pupBM,day,month,year,event
1,F06137,Y5101,Y5101,++,,04108E1574,2001,16,12,2000,0,06/12/2000,,,,,2000,1
1,F06137,Y5101,Y5101,++,,04108E1574,2003,16,12,2000,2,26/12/2002,,,,,2002,5
1,F06137,Y5101-TH,Y5101-TH,--,,04108E1574,2005,16,12,2000,4,24/12/2004,,,,,2004,5
1,F06137,Y5101-TH,Y5101-TH,--,,04108E1574,2007,16,12,2000,6,05/01/2007,,,,,2006,5
1,F06137,Y5101-TH,Y5101-TH,--,,04108E1574,2009,16,12,2000,8,09/12/2008,,,,,2008,5
2,F06033,Y5103,Y5103,++,,04108E1C79,2001,26,11,2000,0,26/11/2000,,,,,2000,1
2,F06033,Y5103,Y5103,++,,04108E1C79,2002,26,11,2000,1,13/02/2002,,,,,2001,5
3,F05983,Y5104,Y5104,++,,,2001,,,2000,0,,,,,,2000,1
4,F06034,Y5110,Y5110,++,,04108E14D5,2001,26,11,2000,0,26/11/2000,,,,,2000,1
5,F05985,Y5112,Y5112,++,,,2001,,,2000,0,,,,,,2000,1
5,F05985,Y5112,Y5112,++,,,2001,,,2000,0,06/02/2001,,,,,2000,11
5,F05985,Y5112,Y5112,++,,,2003,,,2000,2,26/11/2002,,,,,2002,8
5,F05985,Y5112-TH,Y5112,-+,,,2005,,,2000,4,15/12/2004,F,3.8,16,12,2004,3
5,F05985,Y5112-TH,Y5112,-+,,,2006,,,2000,5,24/01/2006,,,,,2005,7
5,F05985,Y5112-TH-W7083,Y5112,-+,,04159E2805,2007,,,2000,6,10/12/2006,M,4.4,12,12,2006,2
5,F05985,Y5112-TH-W7083,Y5112,-+,,04159E2805,2008,,,2000,7,07/12/2007,,,,,2007,5
5,F05985,Y5112-TH-W7083,Y5112,-+,,04159E2805,2009,,,2000,8,03/12/2008,M,5.2,4,12,2008,4
6,F05986,Y5113,Y5113,++,,,2001,,,2000,0,,,,,,2000,1
6,F05986,Y5113,Y5113,++,,,2001,,,2000,0,27/02/2001,,,,,2000,11
6,F05986,Y5113-TH,Y5113,-+,,,2002,,,2000,1,02/04/2002,,,,,2001,8
6,F05986,Y5113-TH,Y5113,-+,,,2003,,,2000,2,17/01/2003,,,,,2002,8
7,F06063,Y5116,Y5116,++,,04108E21EE,2001,3,12,2000,0,03/12/2000,,,,,2000,1
7,F06063,Y5116,Y5116,uu,,04108E21EE,2002,3,12,2000,1,08/04/2002,,,,,2001,11
8,F06134,Y5117,Y5117,++,,04108E13C4,2001,15,12,2000,0,15/12/2000,,,,,2000,1
8,F06134,Y5117,Y5117,++,,04108E13C4,2001,15,12,2000,0,13/03/2001,,,,,2000,11
9,F05988,Y5118,Y5118,++,,,2001,,,2000,0,,,,,,2000,6
9,F05988,Y5118,Y5118,++,,,2001,,,2000,0,06/03/2001,,,,,2000,6
10,F06158,Y5124,Y5124,++,,04108E2263,2001,30,11,2000,0,30/11/2000,,,,,2000,1
11,F06151,Y5126,Y5126,++,,04108E15DA,2001,26,12,2000,0,26/12/2000,,,,,2000,1
12,F06117,Y5128,Y5128,++,,04108E1C95,2001,10,12,2000,0,10/12/2000,,,,,2000,1
12,F06117,Y5128,Y5128,++,,04108E1C95,2001,10,12,2000,0,23/01/2001,,,,,2000,11
12,F06117,Y5128,Y5128,++,,04108E1C95,2001,10,12,2000,0,13/02/2001,,,,,2000,11
12,F06117,Y5128,Y5128,++,,04108E1C95,2001,10,12,2000,0,13/03/2001,,,,,2000,11
13,F06018,Y5131,Y5131,++,,04108E2091,2001,25,11,2000,0,25/11/2000,,,,,2000,1
14,F06011,Y5132,Y5132,++,,04108E2321,2001,26,11,2000,0,26/11/2000,,,,,2000,1
15,F06020,Y5133,Y5133,++,,04108E146C,2001,24,11,2000,0,24/11/2000,,,,,2000,1
16,F06030,Y5134,Y5134,++,,04108E1490,2001,27,11,2000,0,27/11/2000,,,,,2000,1
17,F06083,Y5135,Y5135,++,,04108E2332,2001,3,12,2000,0,03/12/2000,,,,,2000,1
17,F06083,Y5135,Y5135,++,,04108E2332,2002,3,12,2000,1,17/01/2002,,,,,2001,5
17,F06083,Y5135,Y5135,++,,04108E2332,2003,3,12,2000,2,26/12/2002,,,,,2002,5
17,F06083,Y5135,Y5135-TH,+-,,04108E2332,2004,3,12,2000,3,15/12/2003,,,,,2003,5
17,F06083,Y5135-TH,Y5135-TH,--,,04108E2332,2005,3,12,2000,4,20/12/2004,F,4.1,20,12,2004,4
18,F06138,Y5138,Y5138,++,,04108E156A,2001,17,12,2000,0,17/12/2000,,,,,2000,1
18,F06138,Y5138,Y5138,uu,,04108E156A,2002,17,12,2000,1,24/02/2002,,,,,2001,8
19,F06036,Y5139,Y5139,++,,04108E129C,2001,27,11,2000,0,27/11/2000,,,,,2000,1
19,F06036,Y5139,Y5139,++,,04108E129C,2002,27,11,2000,1,04/03/2002,,,,,2001,8
19,F06036,Y5139,Y5139-TH,+-,,04108E129C,2005,27,11,2000,4,12/12/2004,M,5,12,12,2004,3
19,F06036,Y5139,Y5139-TH,+-,,04108E129C,2006,27,11,2000,5,06/12/2005,M,4.6,7,12,2005,2
19,F06036,Y5139,Y5139-TH,+-,,04108E129C,2007,27,11,2000,6,01/12/2006,M,5.2,2,12,2006,3
19,F06036,Y5139,Y5139-TH,+-,,04108E129C,2008,27,11,2000,7,08/12/2007,F,4.7,10,12,2007,4
19,F06036,Y5139-TH,Y5139-TH,--,,04108E129C,2009,27,11,2000,8,29/11/2008,F,4.7,30,11,2008,2
20,F06047,Y5140,Y5140,++,,04108E1D2F,2001,27,11,2000,0,27/11/2000,,,,,2000,1
21,F05990,Y5141,Y5141,++,,,2001,,,2000,0,,,,,,2000,1
21,F05990,Y5141,Y5141,++,,,2001,,,2000,0,13/02/2001,,,,,2000,11
22,F06072,Y5142,Y5142,++,,04108E0DF1,2001,1,12,2000,0,01/12/2000,,,,,2000,1
23,F05992,Y5144,Y5144,++,,,2001,,,2000,0,,,,,,2000,1
23,F05992,Y5144,Y5144,++,,,2001,,,2000,0,13/03/2001,,,,,2000,11
23,F05992,Y5144,Y5144,uu,,,2002,,,2000,1,08/03/2002,,,,,2001,8
23,F05992,Y5144,Y5144,uu,,,2003,,,2000,2,13/01/2003,,,,,2002,8
23,F05992,Y5144,Y5144,uu,,,2004,,,2000,3,28/12/2003,,,,,2003,8
24,F06001,Y5145,Y5145,++,,04108E1D55,2001,16,11,2000,0,16/11/2000,,,,,2000,1
24,F06001,Y5145,Y5145,uu,,04108E1D55,2002,16,11,2000,1,01/04/2002,,,,,2001,8
24,F06001,Y5145,Y5145,uu,,04108E1D55,2003,16,11,2000,2,26/01/2003,,,,,2002,8
25,F06159,Y5149,Y5149,++,,04108E1FB7,2001,20,12,2000,0,20/12/2001,,,,,2000,1
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,09/12/2000,,,,,2000,1
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,09/01/2001,,,,,2000,11
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,16/01/2001,,,,,2000,11
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,23/01/2001,,,,,2000,11
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,30/01/2001,,,,,2000,11
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,06/02/2001,,,,,2000,11
26,F06107,Y5151,Y5151,++,,04108E15DD,2001,9,12,2000,0,20/02/2001,,,,,2000,11
26,F06107,Y5151-TH,Y5151-TH,--,,04108E15DD,2006,9,12,2000,5,13/12/2005,M,5.5,14,12,2005,2
27,F06109,Y5153,Y5153,++,,04108E2402,2001,10,12,2000,0,10/12/2000,,,,,2000,1
27,F06109,Y5153,Y5153,++,,04108E2402,2001,10,12,2000,0,16/01/2001,,,,,2000,11
27,F06109,Y5153,Y5153,++,,04108E2402,2001,10,12,2000,0,23/01/2001,,,,,2000,11
28,F06093,Y5154,Y5154,++,,04108E137B,2001,8,12,2000,0,08/12/2000,,,,,2000,1
28,F06093,Y5154,Y5154,++,,04108E137B,2001,8,12,2000,0,30/01/2001,,,,,2000,11
28,F06093,Y5154,Y5154-TH,++,,04108E137B,2001,8,12,2000,0,06/02/2001,,,,,2000,11
28,F06093,Y5154,Y5154-TH,++,,04108E137B,2001,8,12,2000,0,13/03/2001,,,,,2000,11
28,F06093,Y5154,Y5154-TH,++,,04108E137B,2001,8,12,2000,0,06/03/2001,,,,,2000,11
28,F06093,Y5154,Y5154-TH,+-,,04108E137B,2002,8,12,2000,1,19/02/2002,,,,,2001,8
28,F06093,Y5154,Y5154-TH,+-,,04108E137B,2004,8,12,2000,3,23/03/2004,,,,,2003,8
28,F06093,Y5154,Y5154-TH,+-,,04108E137B,2005,8,12,2000,4,13/12/2004,F,3.9,15,12,2004,3
28,F06093,Y5154,Y5154-TH,+-,,04108E137B,2006,8,12,2000,5,09/12/2005,F,4.1,12,12,2005,2
28,F06093,Y5154-TH,Y5154-TH,--,,04108E137B,2007,8,12,2000,6,02/12/2006,F,3.6,4,12,2006,2
28,F06093,Y5154-TH,Y5154-TH,--,,04108E137B,2008,8,12,2000,7,07/12/2007,M,4.7,8,12,2007,4
28,F06093,Y5154-TH,Y5154-TH,--,,04108E137B,2009,8,12,2000,8,05/12/2008,M,4.7,6,12,2008,3
29,F06041,Y5158,Y5158,++,,04108E0FCD,2001,29,11,2000,0,29/11/2000,,,,,2000,1
30,F06122,Y5159,Y5159,++,,04108E154D,2001,15,12,2000,0,15/12/2000,,,,,2000,1
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,06/12/2000,,,,,2000,1
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,09/01/2001,,,,,2000,11
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,16/01/2001,,,,,2000,11
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,23/01/2001,,,,,2000,11
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,30/01/2001,,,,,2000,11
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,06/02/2001,,,,,2000,11
31,F06099,Y5163,Y5163,++,,04108E143D,2001,6,12,2000,0,13/02/2001,,,,,2000,11
32,F06049,Y5164,Y5164,++,,04108E1B66,2001,28,11,2000,0,28/11/2000,,,,,2000,1
33,F06091,Y5169,Y5169,++,,04108E1276,2001,4,12,2000,0,04/12/2000,,,,,2000,1
34,F06067,Y5170,Y5170,++,,04108E21F8,2001,1,12,2000,0,01/12/2000,,,,,2000,1
34,F06067,Y5170,Y5170,++,,04108E21F8,2002,1,12,2000,1,05/03/2002,,,,,2001,5
34,F06067,Y5170-TH,Y5170,-+,,04108E21F8,2003,1,12,2000,2,05/12/2002,,,,,2002,5
34,F06067,Y5170-TH,Y5170-TH,--,,04108E21F8,2006,1,12,2000,5,01/12/2005,F,4.7,3,12,2005,2
34,F06067,Y5170-TH,Y5170-TH,--,,04108E21F8,2007,1,12,2000,6,03/12/2006,M,5.2,5,12,2006,2
34,F06067,Y5170-TH,Y5170-TH,--,,04108E21F8,2008,1,12,2000,7,07/12/2007,M,5.1,10,12,2007,3
35,F06111,Y5174,Y5174,++,,04108E1DC5,2001,11,12,2000,0,11/12/2000,,,,,2000,1
35,F06111,Y5174,Y5174,++,,04108E1DC5,2001,11,12,2000,0,09/01/2001,,,,,2000,11
35,F06111,Y5174,Y5174,++,,04108E1DC5,2001,11,12,2000,0,16/01/2001,,,,,2000,11
35,F06111,Y5174,Y5174,++,,04108E1DC5,2001,11,12,2000,0,23/01/2001,,,,,2000,11
35,F06111,Y5174,Y5174,++,,04108E1DC5,2001,11,12,2000,0,06/02/2001,,,,,2000,11
35,F06111,Y5174,Y5174-TH,+-,,04108E1DC5,2001,11,12,2000,0,20/02/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,09/12/2000,,,,,2000,1
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,09/01/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,16/01/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,23/01/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,30/01/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,20/02/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,06/03/2001,,,,,2000,11
36,F06110,Y5176,Y5176,++,,04108E1C8A,2001,9,12,2000,0,13/03/2001,,,,,2000,11
37,F06144,Y5177,Y5177,++,,04108E18BB,2001,20,12,2000,0,20/12/2000,,,,,2000,1
38,F06012,Y5178,Y5178,++,,04108E23E9,2001,26,11,2000,0,26/11/2000,,,,,2000,1
39,F06108,Y5179,Y5179,++,,04108E25F7,2001,10,12,2000,0,10/12/2000,,,,,2000,1
40,F05995,Y5181,Y5181,++,,,2001,,,2000,0,,,,,,2000,1
40,F05995,Y5181,Y5181,++,,,2001,,,2000,0,06/03/2001,,,,,2000,11
41,F06043,Y5183,Y5183,++,,04108E1E41,2001,28,11,2000,0,28/11/2000,,,,,2000,1
41,F06043,Y5183,Y5183,++,,04108E1E41,2001,28,11,2000,0,13/02/2001,,,,,2000,11
42,F06082,Y5184,Y5184,++,,04108E109E,2001,4,12,2000,0,04/12/2000,,,,,2000,1
42,F06082,Y5184,Y5184-TH,+-,,04108E109E,2004,4,12,2000,3,30/12/2003,M,5.9,31,12,2003,2
42,F06082,Y5184,Y5184-TH,+-,,04108E109E,2005,4,12,2000,4,19/12/2004,M,5.7,20,12,2004,4
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2006,4,12,2000,5,22/12/2005,M,5.4,23,12,2005,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2007,4,12,2000,6,13/12/2006,M,6.6,14,12,2006,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2008,4,12,2000,7,11/12/2007,M,6.1,11,12,2007,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2009,4,12,2000,8,06/12/2008,F,5.1,7,12,2008,4
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2010,4,12,2000,9,12/12/2009,M,7.2,15,12,2009,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2011,4,12,2000,10,07/12/2010,M,6,8,12,2010,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2012,4,12,2000,11,06/12/2011,M,4.4,7,12,2011,2
42,F06082,Y5184-TH,Y5184-TH,--,,04108E109E,2013,4,12,2000,12,06/12/2012,F,4.9,7,12,2012,2
43,F06010,Y5185,Y5185,++,,04108E20DA,2001,24,11,2000,0,24/11/2000,,,,,2000,1
43,F06010,Y5185,Y5185,++,,04108E20DA,2002,24,11,2000,1,08/03/2002,,,,,2001,8
44,F06069,Y5186,Y5186,++,,04108E1EB0,2001,3,12,2000,0,03/12/2000,,,,,2000,1
45,F06075,Y5187,Y5187,++,,04108E11E1,2001,4,12,2000,0,04/12/2000,,,,,2000,1
45,F06075,Y5187-TH,Y5187-TH,--,,04108E11E1,2006,4,12,2000,5,18/12/2005,,,,,2005,5
45,F06075,Y5187-TH,Y5187-TH,--,,04108E11E1,2007,4,12,2000,6,09/12/2006,F,3.9,11,12,2006,2
45,F06075,Y5187-TH,Y5187-TH,--,,04108E11E1,2008,4,12,2000,7,09/12/2007,M,5,11,12,2007,3
46,F06149,Y5188,Y5188,++,,04108E10ED,2001,25,12,2000,0,25/12/2000,,,,,2000,1
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2005,25,12,2000,4,20/12/2004,M,5.6,22,12,2004,2
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2007,25,12,2000,6,13/12/2006,F,5.8,14,12,2006,2
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2008,25,12,2000,7,12/12/2007,M,6.2,13,12,2007,4
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2011,25,12,2000,10,11/12/2010,,,,,2010,5
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2012,25,12,2000,11,12/12/2011,M,5.5,16,12,2011,2
46,F06149,Y5188-TH,Y5188-TH,--,,04108E10ED,2013,25,12,2000,12,29/11/2012,,,,,2012,5
47,F06053,Y5191,Y5191,++,,04108E25DE,2001,30,11,2000,0,30/11/2000,,,,,2000,1
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2006,30,11,2000,5,10/12/2005,M,4.4,13,12,2005,2
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2007,30,11,2000,6,07/12/2006,F,4.4,8,12,2006,2
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2008,30,11,2000,7,07/12/2007,F,4.1,8,12,2007,2
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2009,30,11,2000,8,02/12/2008,,,,,2008,5
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2010,30,11,2000,9,09/12/2009,M,4.8,11,12,2009,2
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2011,30,11,2000,10,29/11/2010,M,4.6,2,12,2010,3
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2012,30,11,2000,11,27/11/2011,,,,,2011,5
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2013,30,11,2000,12,17/12/2012,F,4.1,18,12,2012,3
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2014,30,11,2000,13,30/11/2013,,,,,2013,5
47,F06053,Y5191-TH,Y5191-TH,--,,04108E25DE,2015,30,11,2000,14,25/12/2014,,,,,2014,5
48,F06161,Y5192,Y5192,++,,04108E1B5A,2001,9,12,2000,0,09/12/2000,,,,,2000,1
48,F06161,Y5192,Y5192,++,,04108E1B5A,2001,9,12,2000,0,09/01/2001,,,,,2000,11
48,F06161,Y5192,Y5192,++,,04108E1B5A,2001,9,12,2000,0,23/01/2001,,,,,2000,11
49,F06060,Y5194,Y5194,++,,04108E22D6,2001,3,12,2000,0,03/12/2000,,,,,2000,1
49,F06060,Y5194-TH,Y5194,-+,,04108E22D6,2005,3,12,2000,4,17/12/2004,,,,,2004,5
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2006,3,12,2000,5,12/12/2005,M,4.3,14,12,2005,3
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2007,3,12,2000,6,02/12/2006,M,4.9,4,12,2006,2
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2008,3,12,2000,7,08/12/2007,F,4.8,10,12,2007,3
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2009,3,12,2000,8,05/12/2008,M,5.9,6,12,2008,2
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2011,3,12,2000,10,26/11/2010,F,5.2,27,11,2010,2
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2013,3,12,2000,12,11/12/2012,M,4.9,12,12,2012,2
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2014,3,12,2000,13,20/12/2013,,,,,2013,5
49,F06060,Y5194-TH,Y5194-TH,--,,04108E22D6,2015,3,12,2000,14,06/12/2014,M,5.1,7,12,2014,2
50,F06007,Y5196,Y5196,++,,04108E0D45,2001,23,11,2000,0,23/11/2000,,,,,2000,1
50,F06007,Y5196-TH,Y5196-TH,--,,04108E0D45,2004,23,11,2000,3,07/01/2004,,,,,2003,5
50,F06007,Y5196-TH,Y5196-TH,--,,04108E0D45,2005,23,11,2000,4,26/12/2004,,,,,2004,5
51,F06019,Y5199,Y5199,++,,04108E1590,2001,26,11,2000,0,26/11/2000,,,,,2000,1
51,F06019,Y5199,Y5199-TH,+-,,04108E1590,2004,26,11,2000,3,10/12/2003,F,4.9,12,12,2003,3
51,F06019,Y5199,Y5199-TH,+-,,04108E1590,2005,26,11,2000,4,13/12/2004,F,4,15,12,2004,3
51,F06019,Y5199,Y5199-TH,+-,,04108E1590,2006,26,11,2000,5,17/12/2005,,,,,2005,5
51,F06019,Y5199-TH,Y5199-TH,--,,04108E1590,2007,26,11,2000,6,02/12/2006,F,4.2,4,12,2006,2
51,F06019,Y5199-TH,Y5199-TH,--,,04108E1590,2008,26,11,2000,7,05/12/2007,F,4.4,5,12,2007,2
51,F06019,Y5199-TH,Y5199-TH,--,,04108E1590,2009,26,11,2000,8,04/12/2008,F,4.7,6,12,2008,3
52,F06162,Y5200,Y5200,++,,,2001,,,2000,0,,,,,,2000,11
52,F06162,Y5200,Y5200,++,,,2001,,,2000,0,27/02/2001,,,,,2000,5
52,F06162,Y5200,Y5200,++,,,2004,,,2000,3,17/12/2003,,,,,2003,8
53,F06073,Y5201,Y5201,++,,04108E1A96,2001,4,12,2000,0,04/12/2000,,,,,2000,1
53,F06073,Y5201,Y5201,++,,04108E1A96,2004,4,12,2000,3,07/12/2003,M,2.9,8,12,2003,3
53,F06073,Y5201-TH,Y5201-TH,--,,04108E1A96,2008,4,12,2000,7,14/12/2007,M,5.3,14,12,2007,2
53,F06073,Y5201-TH,Y5201-TH,--,,04108E1A96,2009,4,12,2000,8,03/12/2008,F,5.3,4,12,2008,4
53,F06073,Y5201-TH,Y5201-TH,--,,04108E1A96,2016,4,12,2000,15,06/12/2015,F,4.7,6,12,2015,2
54,F06089,Y5202,Y5202,++,,04108E1799,2001,7,12,2000,0,07/12/2000,,,,,2000,1
54,F06089,Y5202,Y5202,++,,04108E1799,2001,7,12,2000,0,23/01/2001,,,,,2000,11
54,F06089,Y5202,Y5202,++,,04108E1799,2001,7,12,2000,0,30/01/2001,,,,,2000,11
54,F06089,Y5202,Y5202,++,,04108E1799,2001,7,12,2000,0,06/02/2001,,,,,2000,11
54,F06089,Y5202,Y5202,++,,04108E1799,2001,7,12,2000,0,06/03/2001,,,,,2000,11
54,F06089,Y5202,Y5202,++,,04108E1799,2003,7,12,2000,2,25/11/2002,,,,,2002,5
54,F06089,Y5202,Y5202-TH,+-,,04108E1799,2004,7,12,2000,3,06/12/2003,F,4.6,7,12,2003,3
54,F06089,Y5202-TH,Y5202-TH,--,,04108E1799,2006,7,12,2000,5,10/12/2005,F,4.9,11,12,2005,2
54,F06089,Y5202-TH,Y5202-TH,--,,04108E1799,2007,7,12,2000,6,19/12/2006,F,4.6,21,12,2006,2
54,F06089,Y5202-TH,Y5202-TH,--,,04108E1799,2008,7,12,2000,7,05/12/2007,F,5.1,6,12,2007,3
55,F06026,Y5205,Y5205,++,,04108E0DD8,2001,27,11,2000,0,27/11/2000,,,,,2000,1
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2005,27,11,2000,4,21/12/2004,,,,,2004,5
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2008,27,11,2000,7,07/12/2007,F,5.2,9,12,2007,2
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2009,27,11,2000,8,03/12/2008,M,5.4,5,12,2008,2
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2010,27,11,2000,9,01/12/2009,,,,,2009,5
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2011,27,11,2000,10,06/12/2010,M,4.8,8,12,2010,2
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2012,27,11,2000,11,06/12/2011,M,5.4,7,12,2011,3
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2013,27,11,2000,12,28/11/2012,F,4.8,29,11,2012,2
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2014,27,11,2000,13,02/12/2013,F,4,2,12,2013,2
55,F06026,Y5205-TH,Y5205-TH,--,,04108E0DD8,2015,27,11,2000,14,02/12/2014,M,4.8,2,12,2014,2
56,F06115,Y5207,Y5207,++,,04108E184D,2001,9,12,2000,0,09/12/2000,,,,,2000,1
56,F06115,Y5207,Y5207,++,,04108E184D,2001,9,12,2000,0,23/01/2001,,,,,2000,11
57,F06042,Y5208,Y5208,++,,04108E2357,2001,28,11,2000,0,28/11/2000,,,,,2000,1
57,F06042,Y5208,Y5208,++,,04108E2357,2001,28,11,2000,0,13/02/2001,,,,,2000,11
58,F06165,Y5211,Y5211,++,,,2001,,,2000,0,,,,,,2000,1
58,F06165,Y5211,Y5211,++,,,2001,,,2000,0,20/02/2001,,,,,2000,11
58,F06165,Y5211,Y5211,++,,,2001,,,2000,0,27/02/2001,,,,,2000,11
59,F06168,Y5215,Y5215,++,,04108E18E7,2001,29,11,2000,0,29/11/2000,,,,,2000,1
60,F06169,Y5216,Y5216,++,,,2001,,,2000,0,,,,,,2000,1
60,F06170,Y5217,Y5217,++,,,2001,,,2000,0,,,,,,2000,1
60,F06172,Y5219,Y5219,++,,,2001,,,2000,0,,,,,,2000,1
60,F06175,Y5222,Y5222,++,,,2001,,,2000,0,,,,,,2000,1
61,F06147,Y5224,Y5224,++,,04108E2322,2001,26,12,2000,0,26/12/2000,,,,,2000,1
62,F06079,Y5225,Y5225,++,,04108E1FC8,2001,3,12,2000,0,02/12/2000,,,,,2000,1
62,F06079,Y5225,Y5225,++,,04108E1FC8,2004,3,12,2000,3,29/12/2003,,,,,2003,5
62,F06079,Y5225,Y5225-TH,+-,,04108E1FC8,2005,3,12,2000,4,27/12/2004,,,,,2004,5
63,F06309,R5002,R5002,++,,04121E7906,2002,9,12,2001,0,09/12/2001,,,,,2001,1
64,F06326,R5003,R5003,++,,04121E7F70,2002,12,12,2001,0,12/12/2001,,,,,2001,1
64,F06326,R5005,R5005,++,,04121E77EF,2002,6,12,2001,0,06/12/2001,,,,,2001,1
65,F06335,R5008,R5008,++,,04121E66B6,2002,12,12,2001,0,12/12/2001,,,,,2001,1
66,F06257,R5011,R5011,++,,04121E674B,2002,2,12,2001,0,02/12/2001,,,,,2001,1
66,F06257,R5011-TH,R5011-TH,--,,04121E674B,2006,2,12,2001,4,14/12/2005,F,5.2,16,12,2005,2
66,F06257,R5011-TH,R5011-TH,--,,04121E674B,2007,2,12,2001,5,09/12/2006,M,5.2,10,12,2006,2
66,F06257,R5011-TH,R5011-TH,--,,04121E674B,2008,2,12,2001,6,11/12/2007,M,5,12,12,2007,3
67,F06370,R5013,R5013,++,,04121E6A8E,2002,24,12,2001,0,24/12/2001,,,,,2001,1
67,F06370,R5013-TH,R5013-TH,--,,04121E6A8E,2005,24,12,2001,3,24/12/2004,,,,,2004,5
68,F06317,R5018,R5018,++,,04121E59B5,2002,11,12,2001,0,11/12/2001,,,,,2001,1
69,F06277,R5024,R5024,++,,04121E644C,2002,5,12,2001,0,05/12/2001,,,,,2001,1
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2008,5,12,2001,6,05/12/2007,F,5.4,7,12,2007,4
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2009,5,12,2001,7,30/11/2008,,,,,2008,5
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2010,5,12,2001,8,01/12/2009,F,4.9,3,12,2009,2
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2011,5,12,2001,9,02/12/2010,F,5.9,3,12,2010,2
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2012,5,12,2001,10,06/12/2011,M,6.1,7,12,2011,2
69,F06277,R5024-TH,R5024-TH,--,,04121E644C,2013,5,12,2001,11,29/11/2012,M,5.2,30,11,2012,2
