num,FSDB,moTagL,moTagR,tState,brand,moPITTag,season,moDay,moMn,moYear,moAge,arrivalDate,sex,pupBM,day,month,year,event
273,F00180,W898,W898,++,,,1994,,,1983,10,07/12/1993,M,4.3,11,12,1993,3
274,,W899,W899,++,,,1988,,,,,,,,,,1987,5
274,,W899,W899,++,,,1989,,,,,27/12/1988,,,,,1988,7
274,,W899,W899,++,,,1990,,,,,,,,,,1989,8
275,F01118,W900,W900,++,,,1988,,,1983,4,,,,,,1987,5
275,F01118,W900,W900,++,,,1989,,,1983,5,28/11/1988,M,5.4,30,11,1988,2
275,F01118,W900,W900,++,,,1990,,,1983,6,27/11/1989,M,6.6,30,11,1989,2
275,F01118,W900,W900,++,,,1991,,,1983,7,16/12/1990,,,,,1990,5
275,F01118,W900,W900,++,,,1992,,,1983,8,06/12/1991,M,5,9,12,1991,2
275,F01118,W900,W900,++,,,1993,,,1983,9,26/11/1992,M,5.7,28,11,1992,2
276,F00001,W1001,,+-,oI,,1989,,,1982,6,14/11/1988,M,6.8,15,11,1988,2
276,F00001,W1001,,+-,oI,,1990,,,1982,7,19/11/1989,F,5.2,22,11,1989,2
276,F00001,W1001,,+-,oI,,1992,,,1982,9,29/11/1991,M,5.9,1,12,1991,2
276,F00001,W1001,,+-,oI,,1993,,,1982,10,18/11/1992,M,5.5,20,11,1992,2
276,F00001,W1001,,+-,oI,,1994,,,1982,11,20/11/1993,M,7,21,11,1993,2
276,F00001,W1001,,+-,oI,,1995,,,1982,12,27/11/1994,,,,,1994,5
276,F00001,W1001,,+-,oI,,1996,,,1982,13,22/11/1995,M,6.5,23,11,1995,2
276,F00001,W1001,,+-,oI,,1997,,,1982,14,10/11/1996,,,,,1996,5
276,F00001,W1001,,+-,oI,,1998,,,1982,15,25/11/1997,M,6.3,26,11,1997,2
276,F00001,W1001,,+-,oI,,1999,,,1982,16,15/11/1998,F,4.85,17,11,1998,2
277,,W1002,,+-,oZ,,1989,,,1973,15,17/11/1988,,,,,1988,5
277,,W1002,,+-,oZ,,1990,,,1973,16,18/11/1989,,,,,1989,5
278,F00097,W1003,,+-,oT,,1989,,,1983,5,18/11/1988,,,,,1988,5
278,F00097,W1003,,+-,oT,,1990,,,1983,6,21/11/1989,F,4.1,23,11,1989,2
278,F00097,W1003,,+-,oT,,1991,,,1983,7,03/12/1990,F,3,5,12,1990,3
279,F01108,W1004,,+-,o+,,1989,,,1982,6,18/11/1988,F,5.45,21,11,1988,2
279,F01108,W1004,,+-,o+,,1990,,,1982,7,16/11/1989,M,5.7,18,11,1989,2
279,F01108,W1004,,+-,o+,,1991,,,1982,8,20/12/1990,,,,,1990,5
279,F01108,W1004,,+-,o+,,1992,,,1982,9,03/12/1991,M,4.3,5,12,1991,2
279,F01108,W1004,,+-,o+,,1993,,,1982,10,23/11/1992,F,5.1,25,11,1992,4
279,F01108,W1004,,+-,o+,,1994,,,1982,11,15/11/1993,,,,,1993,5
280,,W1005,,+-,oV,,1989,,,1978,10,19/11/1988,F,4.85,21,11,1988,2
281,F00041,W1006,,+-,oL,,1989,,,1982,6,19/11/1988,M,6.25,21,11,1988,2
281,F00041,W1006,,+-,oL,,1990,,,1982,7,15/11/1989,F,5.3,21,11,1989,2
281,F00041,W1006,,+-,oL,,1991,,,1982,8,22/11/1990,M,3.8,24,11,1990,3
281,F00041,W1006,,+-,oL,,1992,,,1982,9,23/11/1991,M,4.7,25,11,1991,2
281,F00041,W1006,,+-,oL,,1993,,,1982,10,20/11/1992,M,5.3,24,11,1992,2
281,F00041,W1006,,+-,oL,,1994,,,1982,11,08/10/1993,,,,,1993,8
281,F00041,W1006,,+-,oL,,1996,,,1982,13,02/12/1995,F,4.3,10,12,1995,3
281,F00041,W1006,,+-,oL,,1997,,,1982,14,08/12/1996,,,,,1996,5
281,F00041,W1006,,+-,oL,,1998,,,1982,15,13/11/1997,M,4,16,11,1997,2
282,,W1007,,+-,o7,,1989,,,1982,6,19/11/1988,M,6.1,22,11,1988,3
282,,W1007,,+-,o7,,1990,,,1982,7,17/11/1989,M,5.2,19,11,1989,2
283,F00042,W1008,,+-,o8,,1989,,,1984,4,19/11/1988,M,5.9,20,11,1988,2
283,F00042,W1008,,+-,o8,,1990,,,1984,5,25/11/1989,F,4.7,28,11,1989,2
283,F00042,W1008,,+-,o8,,1991,,,1984,6,22/11/1990,F,4.7,23,11,1990,2
283,F00042,W1008,,+-,o8,,1992,,,1984,7,26/11/1991,M,6.7,27,11,1991,2
284,,W1009,,+-,o^,,1989,,,1980,8,20/11/1988,M,5.95,22,11,1988,2
284,,W1009,,+-,o^,,1990,,,1980,9,28/11/1989,M,5.9,1,12,1989,2
284,,W1009,,+-,o^,,1991,,,1980,10,30/12/1990,,,,,1990,5
284,,W1009,,+-,o^,,1992,,,1980,11,23/11/1991,,,,,1991,5
285,,W1010,,+-,Io,,1989,,,1976,12,20/11/1988,,,,,1988,5
286,,W1011,,+-,II,,1989,,,1982,6,21/11/1988,F,5.95,22,11,1988,2
286,,W1011,,+-,II,,1990,,,1982,7,16/11/1989,F,5.1,17,11,1989,2
286,,W1011,,+-,II,,1993,,,1982,10,19/12/1992,,,,,1992,5
287,F02276,W1012,,+-,IZ,,1989,,,1974,14,20/11/1988,M,5.9,20,11,1988,2
287,F02276,W1012,,+-,IZ,,1990,,,1974,15,23/11/1989,F,4.1,25,11,1989,2
287,F02276,W1012,,+-,IZ,,1991,,,1974,16,01/12/1990,,,,,1990,5
287,F02276,W1012,,+-,IZ,,1992,,,1974,17,08/12/1991,,,,,1991,5
287,F02276,W1012,,+-,IZ,,1993,,,1974,18,06/12/1992,,,,,1992,5
288,F00053,W1013,,+-,IT,,1989,,,1980,8,21/11/1988,F,5.25,22,11,1988,2
288,F00053,W1013,,+-,IT,,1990,,,1980,9,21/11/1989,M,6.4,23,11,1989,2
288,F00053,W1013,,+-,IT,,1991,,,1980,10,27/11/1990,M,5.7,29,11,1990,2
288,F00053,W1013,,+-,IT,,1992,,,1980,11,28/11/1991,F,5.5,30,11,1991,2
288,F00053,W1013,,+-,IT,,1993,,,1980,12,22/11/1992,M,6.15,24,11,1992,2
288,F00053,W1013,,+-,IT,,1994,,,1980,13,22/11/1993,M,5.7,24,11,1993,2
288,F00053,W1013,,+-,IT,,1995,,,1980,14,30/11/1994,,,,,1994,5
289,,W1014,,+-,I+,,1989,,,1978,10,22/11/1988,F,5.55,25,11,1988,3
289,,W1014,,+-,I+,,1990,,,1978,11,25/11/1989,M,7.4,29,11,1989,2
290,F00046,W1015,,+-,IV,,1989,,,1977,11,22/11/1988,M,5.95,24,11,1988,3
290,F00046,W1015,,+-,IV,,1990,,,1977,12,18/11/1989,F,4.9,19,11,1989,2
290,F00046,W1015,,+-,IV,,1991,,,1977,13,25/11/1990,F,5.1,26,11,1990,2
290,F00046,W1015,,+-,IV,,1992,,,1977,14,27/11/1991,,,,,1991,5
290,F00046,W1015,,+-,IV,,1993,,,1977,15,22/11/1992,F,5.25,24,11,1992,2
290,F00046,W1015,,+-,IV,,1994,,,1977,16,23/11/1993,M,6,24,11,1993,2
290,F00046,W1015,,+-,IV,,1995,,,1977,17,16/11/1994,,,,,1994,5
291,,W1016,,+-,IL,,1989,,,1981,7,22/11/1988,F,5.5,25,11,1988,2
291,,W1016,,+-,IL,,1990,,,1981,8,23/11/1989,M,5.5,24,11,1989,2
292,F00084,W1017,,+-,I7,,1989,,,1976,12,22/11/1988,M,5.4,27,11,1988,2
292,F00084,W1017,,+-,I7,,1990,,,1976,13,23/11/1989,M,5,30,11,1989,2
292,F00084,W1017,,+-,I7,,1991,,,1976,14,01/12/1990,F,3.9,2,12,1990,3
293,,W1018,,+-,I8,,1989,,,1979,9,22/11/1988,,,,,1988,5
293,,W1018,,+-,I8,,1990,,,1979,10,30/11/1989,,,,,1989,5
294,,W1019,,+-,I^,,1989,,,1978,10,23/11/1988,F,5,24,11,1988,3
295,,,W1020,+-,Zo,,1989,,,1982,6,22/11/1988,M,5.25,23,11,1988,2
295,,,W1020,+-,Zo,,1990,,,1982,7,24/11/1989,M,6.1,25,11,1989,2
296,F00049,W1021,,+-,ZI,,1989,,,1981,7,23/11/1988,F,5.15,25,11,1988,2
296,F00049,W1021,,+-,ZI,,1990,,,1981,8,12/11/1989,F,4.7,15,11,1989,2
296,F00049,W1021,,+-,ZI,,1991,,,1981,9,26/11/1990,M,4,27,11,1990,2
296,F00049,W1021,,+-,ZI,,1992,,,1981,10,24/11/1991,,,,,1991,5
296,F00049,W1021,,+-,ZI,,1993,,,1981,11,20/11/1992,M,5.5,21,11,1992,4
296,F00049,W1021,,+-,ZI,,1994,,,1981,12,22/11/1993,F,5,23,11,1993,2
296,F00049,W1021,,+-,ZI,,1995,,,1981,13,24/11/1994,,,,,1994,5
296,F00049,W1021,,+-,ZI,,1996,,,1981,14,25/11/1995,F,4.4,26,11,1995,2
296,F00049,W1021,,+-,ZI,,1997,,,1981,15,22/11/1996,M,4.9,23,11,1996,2
297,,W1022,,+-,ZZ,,1989,,,1984,4,23/11/1988,,,,,1988,5
298,,W1023,,+-,ZT,,1989,,,1979,9,23/11/1988,,,,,1988,5
299,,W1024,,+-,Z+,,1989,,,1981,7,23/11/1988,M,5.45,25,11,1988,3
300,F00092,W1025,,+-,ZV,,1989,,,1979,9,23/11/1988,F,4.8,27,11,1988,2
300,F00092,W1025,,+-,ZV,,1990,,,1979,10,21/11/1989,M,5.7,23,11,1989,2
300,F00092,W1025,,+-,ZV,,1991,,,1979,11,02/12/1990,M,4.9,4,12,1990,3
300,F00092,W1025,,+-,ZV,,1992,,,1979,12,07/12/1991,F,5.8,8,12,1991,2
300,F00092,W1025,,+-,ZV,,1993,,,1979,13,22/11/1992,M,5.75,24,11,1992,4
300,F00092,W1025,,+-,ZV,,1994,,,1979,14,16/11/1993,M,5.6,18,11,1993,2
301,F01819,,,uu,ZL,,1989,,,1974,14,24/11/1988,,,,,1988,5
301,F01819,,,uu,ZL,,1990,,,1974,15,22/11/1989,F,4.8,24,11,1989,2
301,F01819,,,uu,ZL,,1991,,,1974,16,16/12/1990,,,,,1990,5
301,F01819,W1228,W1229,++,ZL,,1993,,,1974,18,23/11/1992,F,5.1,24,11,1992,4
301,F01819,W1228,W1229,++,ZL,,1994,,,1974,19,29/11/1993,M,5.8,24,11,1993,3
302,,W1027,,+-,Z7,,1989,,,1980,8,24/11/1988,F,5.6,25,11,1988,3
302,,W1027,,+-,Z7,,1990,,,1980,9,23/11/1989,F,5.3,25,11,1989,2
303,F01089,W1028,,+-,Z8,,1989,,,1980,8,24/11/1988,F,4.9,27,11,1988,2
303,F01089,W1028,,+-,Z8,,1990,,,1980,9,28/11/1989,M,5.2,30,11,1989,4
303,F01089,W1028,,+-,Z8,,1991,,,1980,10,26/11/1990,,,,,1990,5
303,F01089,W1028,,+-,Z8,,1992,,,1980,11,06/12/1991,M,5.9,8,12,1991,2
303,F01089,W1028,,+-,Z8,,1993,,,1980,12,26/11/1992,,,,,1992,5
303,F01089,W1028,,+-,Z8,,1994,,,1980,13,02/12/1993,F,5.3,4,12,1993,2
304,F01094,W1029,,+-,Z^,,1989,,,1981,7,24/11/1988,M,6.55,26,11,1988,2
304,F01094,W1029,,+-,Z^,,1992,,,1981,10,01/12/1991,F,5.3,2,12,1991,2
304,F01094,W1029,,+-,Z^,,1994,,,1981,12,25/11/1993,M,6.5,26,11,1993,2
305,,W1030,,+-,To,,1989,,,1978,10,24/11/1988,M,5.45,25,11,1988,2
305,,W1030,,+-,To,,1990,,,1978,11,24/11/1989,F,5,26,11,1989,2
306,,W1031,,+-,TI,,1989,,,1981,7,25/11/1988,M,5.15,27,11,1988,2
306,,W1031,,+-,TI,,1990,,,1981,8,27/11/1989,M,5.4,30,11,1989,2
306,,W1031,,+-,TI,,1991,,,1981,9,02/12/1990,,,,,1990,5
307,F00056,W1032,,+-,TZ,,1989,,,1983,5,25/11/1988,,,,,1988,5
307,F00056,W1032,,+-,TZ,,1990,,,1983,6,21/11/1989,F,4.4,23,11,1989,2
307,F00056,W1032,,+-,TZ,,1991,,,1983,7,29/11/1990,F,4.3,30,11,1990,2
307,F00056,W1032,,+-,TZ,,1992,,,1983,8,01/12/1991,F,4.6,2,12,1991,2
307,F00056,W1032,,+-,TZ,,1993,,,1983,9,25/11/1992,F,5,28,11,1992,4
307,F00056,W1032,,+-,TZ,,1994,,,1983,10,24/11/1993,F,4.7,25,11,1993,2
308,F00039,W1033,,+-,TT,,1989,,,1980,8,25/11/1988,F,5.25,25,11,1988,2
308,F00039,W1033,,+-,TT,,1990,,,1980,9,23/11/1989,,,,,1989,5
308,F00039,W1033,,+-,TT,,1991,,,1980,10,20/11/1990,F,5.1,21,11,1990,3
309,,W1034,,+-,T+,,1989,,,1978,10,25/11/1988,,,,,1988,5
309,,W1034,,+-,T+,,1990,,,1978,11,22/11/1989,F,4.4,23,11,1989,2
310,F00059,W1035,,+-,TV,,1989,,,1981,7,25/11/1988,F,5.65,28,11,1988,3
310,F00059,W1035,,+-,TV,,1990,,,1981,8,24/11/1989,M,5.8,27,11,1989,2
310,F00059,W1035,,+-,TV,,1991,,,1981,9,30/11/1990,F,3.1,1,12,1990,3
311,F01114,W1036,,+-,TL,,1989,,,1981,7,25/11/1988,,,,,1988,5
311,F01114,W1036,,+-,TL,,1990,,,1981,8,24/11/1989,M,4.4,25,11,1989,3
311,F01114,W1036,,+-,TL,,1992,,,1981,10,06/12/1991,F,4.1,8,12,1991,2
311,F01114,W1036,,+-,TL,,1993,,,1981,11,02/12/1992,M,4.6,4,12,1992,2
311,F01114,W1036,,+-,TL,,1994,,,1981,12,03/12/1993,M,4.8,4,12,1993,3
311,F01114,W1036,,+-,TL,,1996,,,1981,14,08/12/1995,M,4.9,10,12,1995,2
311,F01114,W1036,,+-,TL,,1999,,,1981,17,02/12/1998,,,,,1998,5
311,F01114,W1036-TH-W5635,W5636,u-,TL,04601CCF9E,2000,,,1981,18,08/12/1999,,,,,1999,5
311,F01114,W1036-TH-W5635,W5636,u-,TL,04601CCF9E,2001,,,1981,19,30/11/2000,M,4.3,30,11,2000,4
311,F01114,W1036-TH-W5635,W5636,u-,TL,04601CCF9E,2002,,,1981,20,02/03/2002,,,,,2001,8
311,F01114,W1036-TH-W5635,W5636,u-,TL,04601CCF9E,2003,,,1981,21,02/01/2003,,,,,2002,5
312,,W1037,,+-,T7,,1989,,,1981,7,24/11/1988,M,6.35,25,11,1988,2
312,,W1037,,+-,T7,,1990,,,1981,8,18/11/1989,M,4.9,19,11,1989,2
313,,W1038,,+-,T8,,1989,,,1982,6,25/11/1988,F,4.9,28,11,1988,3
314,F00057,W1039,,+-,T^,,1989,,,1979,9,25/11/1988,F,6.35,27,11,1988,2
314,F00057,W1039,,+-,T^,,1990,,,1979,10,24/11/1989,M,5.9,26,11,1989,3
314,F00057,W1039,,+-,T^,,1991,,,1979,11,29/11/1990,F,4.9,30,11,1990,3
314,F00057,W1039,,+-,T^,,1992,,,1979,12,01/12/1991,M,5.8,3,12,1991,2
314,F00057,W1039,,+-,T^,,1993,,,1979,13,25/11/1992,F,5.1,28,11,1992,4
315,F00044,W1040,,+-,#NAME?,,1989,,,1980,8,24/11/1988,M,5.9,27,11,1988,2
315,F00044,W1040,,+-,#NAME?,,1990,,,1980,9,23/11/1989,F,4.4,28,11,1989,2
315,F00044,W1040,,+-,#NAME?,,1991,,,1980,10,24/11/1990,M,5,25,11,1990,3
315,F00044,W1040,,+-,#NAME?,,1992,,,1980,11,22/11/1991,M,5.9,26,11,1991,2
316,F00047,W1041,,+-,#NAME?,,1989,,,1978,10,25/11/1988,F,5.4,27,11,1988,2
316,F00047,W1041,,+-,#NAME?,,1990,,,1978,11,13/11/1989,,,,,1989,5
316,F00047,W1041,,+-,#NAME?,,1991,,,1978,12,25/11/1990,F,4.7,26,11,1990,2
317,F00040,W1042,,+-,#NAME?,,1989,,,1981,7,25/11/1988,F,5.65,28,11,1988,3
317,F00040,W1042,,+-,#NAME?,,1990,,,1981,8,03/12/1989,,,,,1989,5
317,F00040,W1042,,+-,#NAME?,,1991,,,1981,9,21/11/1990,F,5.2,23,11,1990,2
318,F01284,W1043,,+-,#NAME?,,1989,,,1982,6,24/11/1988,M,5.5,25,11,1988,3
318,F01284,W1043,,+-,#NAME?,,1990,,,1982,7,22/11/1989,F,4.7,24,11,1989,2
319,F02195,W1044,,+-,++,,1989,,,1981,7,26/11/1988,F,4.7,28,11,1988,3
320,F02196,W1044,,+-,++,,1990,,,1981,8,20/11/1989,F,4.1,22,11,1989,2
321,F02197,W1044,,+-,++,,1991,,,1981,9,27/11/1990,,,,,1990,5
322,F02198,W1044,,+-,++,,1992,,,1981,10,12/12/1991,,,,,1991,5
323,F02199,W1044,,+-,++,,1993,,,1981,11,01/12/1992,M,5.3,1,12,1992,4
324,F02200,W1044,,+-,++,,1994,,,1981,12,23/11/1993,F,4.6,25,11,1993,3
325,,W1045,,+-,#NAME?,,1989,,,1979,9,26/11/1988,,,,,1988,5
326,,W1046,,+-,#NAME?,,1989,,,1984,4,26/11/1988,,,,,1988,5
327,,W1047,,+-,7,,1989,,,1978,10,26/11/1988,M,5.4,28,11,1988,2
327,,W1047,,+-,7,,1990,,,1978,11,24/11/1989,F,5,26,11,1989,2
328,F00036,W1048,,+-,8,,1989,,,1977,11,27/11/1988,F,5.7,27,11,1988,2
328,F00036,W1048,,+-,8,,1990,,,1977,12,21/11/1989,M,5.7,23,11,1989,2
328,F00036,W1048,,+-,8,,1991,,,1977,13,17/11/1990,M,4.9,18,11,1990,2
328,F00036,W1048,,+-,8,,1992,,,1977,14,21/11/1991,M,5.4,22,11,1991,2
328,F00036,W1048,,+-,8,,1993,,,1977,15,19/12/1992,,,,,1992,5
329,,W1049,,+-,+^,,1989,,,1974,14,28/11/1988,M,5.9,30,11,1988,2
329,,W1049,,+-,+^,,1990,,,1974,15,24/11/1989,M,5,27,11,1989,2
330,,W1050,,+-,Vo,,1989,,,1981,7,28/11/1988,F,6.75,8,12,1988,2
331,F00120,W1051,,+-,VI,,1989,,,1982,6,28/11/1988,,,,,1988,5
332,F00120,W1051,,+-,VI,,1990,,,1982,7,05/12/1989,F,5.2,7,12,1989,3
333,F00120,W1051,,+-,VI,,1991,,,1982,8,08/12/1990,F,6,9,12,1990,2
334,F00120,W1051,,+-,VI,,1992,,,1982,9,06/12/1991,M,6.6,7,12,1991,2
335,F00120,W1051,,+-,VI,,1993,,,1982,10,07/12/1992,M,6.4,8,12,1992,3
336,F00120,W1051,,+-,VI,,1994,,,1982,11,03/12/1993,M,6.5,4,12,1993,2
337,F00120,W1051,,+-,VI,,1995,,,1982,12,02/12/1994,M,5.8,3,12,1994,2
338,F00120,W1051,,+-,VI,,1996,,,1982,13,02/12/1995,F,5.5,3,12,1995,2
339,F00120,W1051,,+-,VI,,1997,,,1982,14,25/11/1996,M,5.4,27,11,1996,2
340,F00120,W1051,,+-,VI,,1998,,,1982,15,23/12/1997,M,5.2,24,12,1997,4
341,F00120,W1051,,+-,VI,,1999,,,1982,16,03/12/1998,M,6.4,5,12,1998,2
342,F00120,W1051,,+-,VI,,2000,,,1982,17,04/12/1999,F,5.9,7,12,1999,2
343,,W1052,,+-,VZ,,1989,,,1978,10,26/11/1988,M,5.8,29,11,1988,4
343,,W1052,,+-,VZ,,1990,,,1978,11,19/11/1989,F,5.5,27,11,1989,2
344,,W1053,,+-,VT,,1989,,,1977,11,29/11/1988,F,5.3,29,11,1988,3
344,,W1053,,+-,VT,,1990,,,1977,12,28/11/1989,M,5.5,30,11,1989,2
345,,W1054,,+-,V+,,1989,,,1977,11,28/11/1988,,,,,1988,5
346,,W1055,,+-,VV,,1989,,,1981,7,26/11/1988,F,5.75,28,11,1988,2
346,,W1055,,+-,VV,,1990,,,1981,8,26/11/1989,M,6.3,28,11,1989,4
346,,W1055,,+-,VV,,1991,,,1981,9,12/12/1990,,,,,1990,5
347,,W1056,,+-,VL,,1989,,,1981,7,30/11/1988,F,6.4,3,12,1988,2
347,,W1056,,+-,VL,,1990,,,1981,8,02/12/1989,M,5.7,5,12,1989,2
348,F02291,W1057,,+-,V7,,1989,,,1980,8,30/11/1988,F,5.25,1,12,1988,2
348,F02291,W1057,,+-,V7,,1990,,,1980,9,27/11/1989,F,4.9,28,11,1989,2
348,F02291,W1057,,+-,V7,,1992,,,1980,11,09/12/1991,,,,,1991,5
348,F02291,W1057,,+-,V7,,1993,,,1980,12,01/12/1992,M,5.5,2,12,1992,2
348,F02291,W1057,,+-,V7,,1994,,,1980,13,05/12/1993,,,,,1993,5
349,F00050,W1058,,+-,V8,,1989,,,1982,6,29/11/1988,F,4.8,2,12,1988,2
349,F00050,W1058,,+-,V8,,1990,,,1982,7,21/11/1989,M,5.5,24,11,1989,2
349,F00050,W1058,,+-,V8,,1991,,,1982,8,26/11/1990,F,4.4,27,11,1990,2
349,F00050,W1058,,+-,V8,,1992,,,1982,9,27/11/1991,F,5,29,11,1991,2
349,F00050,W1058,,+-,V8,,1993,,,1982,10,27/11/1992,,,,,1992,5
349,F00050,W1058,,+-,V8,,1994,,,1982,11,26/11/1993,F,4.8,27,11,1993,4
350,,W1059,,+-,V^,,1989,,,1981,7,29/11/1988,F,5.15,2,12,1988,3
350,,W1059,,+-,V^,,1990,,,1981,8,29/11/1989,M,4.7,1,12,1989,2
350,,W1059,,+-,V^,,1991,,,1981,9,10/12/1990,,,,,1990,5
351,,W1060,,+-,Lo,,1989,,,1980,8,01/12/1988,,,,,1988,5
352,F01099,W1061,,+-,LI,,1989,,,1977,11,30/11/1988,M,6.55,4,12,1988,2
352,F01100,W1061,,+-,LI,,1990,,,1977,12,27/11/1989,F,4.9,30,11,1989,2
352,F01101,W1061,,+-,LI,,1991,,,1977,13,06/12/1990,,,,,1990,5
352,F01102,W1061,,+-,LI,,1992,,,1977,14,12/12/1991,M,6,15,12,1991,2
352,F01103,W1061,,+-,LI,,1993,,,1977,15,04/12/1992,F,5.45,5,12,1992,2
352,F01104,W1061,,+-,LI,,1994,,,1977,16,02/12/1993,F,5.1,4,12,1993,2
352,F01105,W1061,,+-,LI,,1995,,,1977,17,01/12/1994,F,4.6,3,12,1994,2
352,F01106,W1061,,+-,LI,,1996,,,1977,18,30/11/1995,F,5.1,3,12,1995,2
352,F01107,W1061,,+-,LI,,1997,,,1977,19,03/12/1996,M,5.7,6,12,1996,2
352,F01108,W1061,,+-,LI,,1998,,,1977,20,01/01/1998,,,,,1997,5
352,F01109,W1061,,+-,LI,,2000,,,1977,22,03/12/1999,,,,,1999,5
353,,W1062,,+-,LI,,1989,,,1978,10,30/11/1988,M,4.75,3,12,1988,3
353,,W1062,,+-,LZ,,1990,,,1978,11,20/11/1989,F,5.2,23,11,1989,2
354,F00176,O-TH,W1063,-+,LT,,1989,,,1980,8,03/12/1988,M,5.85,5,12,1988,2
354,F00176,O-TH,W1063,-+,LT,,1990,,,1980,9,06/12/1989,F,4.9,8,12,1989,2
354,F00176,O-TH,W1063,-+,LT,,1991,,,1980,10,18/12/1990,F,5.6,20,12,1990,2
354,F00176,O-TH,W1063,-+,LT,,1992,,,1980,11,14/12/1991,,,,,1991,5
354,F00176,O-TH,W1063,-+,LT,,1993,,,1980,12,07/12/1992,F,5.35,9,12,1992,2
354,F00176,O-TH,W1063,-+,LT,,1995,,,1980,14,09/12/1994,,,,,1994,5
354,F00176,O-TH,W1063,-+,LT,,1996,,,1980,15,06/12/1995,,,,,1995,5
354,F00176,O-TH,W1063,-+,LT,,1997,,,1980,16,06/12/1996,M,5.2,8,12,1996,2
354,F00176,O-TH,W1063,-+,LT,,1998,,,1980,17,18/12/1997,F,4.8,18,12,1997,2
354,F00176,O-TH,W1063,-+,LT,,1999,,,1980,18,07/12/1998,M,4.8,8,12,1998,2
355,,W1064,,+-,L+,,1989,,,1985,3,03/12/1988,F,4.55,5,12,1988,4
356,F00058,W1065,,+-,LV,,1989,,,1982,6,02/12/1988,M,5.45,5,12,1988,2
356,F00058,W1065,,+-,LV,,1990,,,1982,7,29/11/1989,M,6.4,1,12,1989,2
356,F00058,W1065,,+-,LV,,1991,,,1982,8,29/11/1990,M,5.3,30,11,1990,3
357,F00051,W1066,,+-,LL,,1989,,,1983,5,29/11/1988,M,5.9,30,11,1988,2
357,F00051,W1066,,+-,LL,,1990,,,1983,6,23/11/1989,F,5,24,11,1989,2
357,F00051,W1066,,+-,LL,,1991,,,1983,7,26/11/1990,F,4.8,27,11,1990,2
357,F00051,W1066,,+-,LL,,1992,,,1983,8,23/11/1991,M,6,24,11,1991,2
357,F00051,W1066,,+-,LL,,1993,,,1983,9,28/11/1992,F,4.7,28,11,1992,2
357,F00051,W1066,,+-,LL,,1994,,,1983,10,27/11/1993,F,5.2,28,11,1993,3
358,F01098,W1067,,+-,L7,,1989,,,1982,6,30/11/1988,F,5.6,2,12,1988,2
358,F01098,W1067,,+-,L7,,1990,,,1982,7,10/12/1989,,,,,1989,5
358,F01098,W1067,,+-,L7,,1991,,,1982,8,12/12/1990,,,,,1990,5
358,F01098,W1067,,+-,L7,,1992,,,1982,9,10/12/1991,M,5.7,10,12,1991,2
358,F01098,W1067,,+-,L7,,1993,,,1982,10,30/11/1992,M,6.05,1,12,1992,4
359,F00162,W1068,,+-,L8,,1989,,,1979,9,03/12/1988,M,6.45,3,12,1988,3
359,F00162,W1068,,+-,L8,,1990,,,1979,10,04/12/1989,F,6.2,6,12,1989,2
359,F00162,W1068,,+-,L8,,1991,,,1979,11,14/12/1990,M,5.7,15,12,1990,3
360,,W1070,,+-,7o,,1989,,,1978,10,02/12/1988,M,6,4,12,1988,2
360,,W1070,,+-,7o,,1990,,,1978,11,28/11/1989,M,6,29,11,1989,2
361,,W1071,,+-,7I,,1989,,,1974,14,02/12/1988,,,,,1988,5
361,,W1071,,+-,7I,,1990,,,1974,15,25/11/1989,M,5.5,27,11,1989,2
362,F00167,W1073,,+-,7T,,1989,,,1984,4,03/12/1988,F,4.8,5,12,1988,2
362,F00167,W1073,,+-,7T,,1990,,,1984,5,30/11/1989,M,5,1,12,1989,4
362,F00167,W1073,,+-,7T,,1991,,,1984,6,17/12/1990,M,4.7,17,12,1990,3
362,F00167,W1073,,+-,7T,,1992,,,1984,7,08/12/1991,F,4.7,10,12,1991,2
362,F00167,W1073,,+-,7T,,1993,,,1984,8,02/12/1992,M,5.6,3,12,1992,2
362,F00167,W1073,,+-,7T,,1997,,,1984,12,01/06/1997,,,,,1996,8
363,F00110,W1076,,+-,7L,,1989,,,1976,12,06/12/1988,M,6.35,9,12,1988,2
363,F00110,W1076,,+-,7L,,1990,,,1976,13,03/12/1989,F,5,5,12,1989,2
363,F00110,W1076,,+-,7L,,1991,,,1976,14,06/12/1990,F,5.2,8,12,1990,3
364,,W1077,,+-,77,,1989,,,1981,7,06/12/1988,F,5.45,7,12,1988,2
364,,W1077,,+-,77,,1990,,,1981,8,30/11/1989,M,5.8,2,12,1989,3
365,,W1078,,+-,78,,1989,,,1981,7,01/12/1988,F,5.7,3,12,1988,2
365,,W1078,,+-,78,,1990,,,1981,8,20/11/1989,M,6.5,8,12,1989,2
365,,W1078,,+-,78,,1991,,,1981,9,29/12/1990,,,,,1990,5
366,F00104,O-TH,W1079,-+,7^,,1989,,,1980,8,09/12/1988,M,7.45,10,12,1988,2
366,F00104,O-TH,W1079,-+,7^,,1990,,,1980,9,29/11/1989,M,6.3,30,11,1989,2
366,F00104,O-TH,W1079,-+,7^,,1991,,,1980,10,06/12/1990,F,4.3,6,12,1990,2
366,F00104,O-TH,W1079,-+,7^,,1992,,,1980,11,05/12/1991,F,5,7,12,1991,2
366,F00104,O-TH,W1079,-+,7^,,1993,,,1980,12,01/12/1992,F,5,2,12,1992,4
