num,FSDB,moTagL,moTagR,tState,brand,moPITTag,season,moDay,moMn,moYear,moAge,arrivalDate,sex,pupBM,day,month,year,event
31,F00156,Y601-TH-W1107-TH,Y601,-+,Io7,,1997,14,12,1984,12,13/12/1996,F,5.7,15,12,1996,4
31,F00156,Y601-TH-W1107-TH,Y601,-+,Io7,,1998,14,12,1984,13,17/12/1997,M,5.4,18,12,1997,2
31,F00156,Y601-TH-W1107-TH,Y601,-+,Io7,,2000,14,12,1984,15,19/12/1999,F,5.1,21,12,1999,2
31,F00156,Y601-TH-W1107-TH,Y601,-+,Io7,,2001,14,12,1984,16,15/12/2000,F,5.3,17,12,2000,4
31,F00156,Y601-TH-W1107-TH,Y601,-+,Io7,,2002,14,12,1984,17,12/12/2001,M,6,14,12,2001,2
32,F00114,Y646-TH-W1118,Y646-TH-W1119,++,,,1990,16,12,1984,5,10/12/1989,M,5.4,12,12,1989,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119,++,,,1991,16,12,1984,6,08/12/1990,F,4.5,8,12,1990,3
32,F00114,Y646-TH-W1118,Y646-TH-W1119,++,,,1992,16,12,1984,7,17/12/1991,M,5.5,18,12,1991,2
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1993,16,12,1984,8,14/12/1992,F,5.1,14,12,1992,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1994,16,12,1984,9,08/12/1993,F,5,8,12,1993,2
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1995,16,12,1984,10,13/12/1994,,,,,1994,5
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1996,16,12,1984,11,07/12/1995,M,5,8,12,1995,2
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1997,16,12,1984,12,03/12/1996,F,4.55,5,12,1996,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1998,16,12,1984,13,09/12/1997,M,4.5,10,12,1997,3
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,1999,16,12,1984,14,29/11/1998,F,4.7,29,11,1998,3
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,2000,16,12,1984,15,20/12/1999,,,,,1999,5
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,2001,16,12,1984,16,30/11/2000,F,4.5,2,12,2000,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,2002,16,12,1984,17,07/12/2001,F,5,9,12,2001,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,2003,16,12,1984,18,29/11/2002,M,6,30,11,2002,4
32,F00114,Y646-TH-W1118,Y646-TH-W1119-TH,+-,,,2004,16,12,1984,19,25/11/2003,M,5.6,27,11,2003,2
33,F01115,Y728,Y728,++,7Z8,,1989,4,12,1984,4,03/12/1988,F,5.1,6,12,1988,3
33,F01115,Y728-TH,Y728,-+,7Z8,,1990,4,12,1984,5,29/11/1989,F,4.6,1,12,1989,2
33,F01115,Y728-TH,Y728,-+,7Z8,,1991,4,12,1984,6,19/12/1990,,,,,1990,5
33,F01115,Y728-TH,Y728,-+,7Z8,,1992,4,12,1984,7,06/12/1991,F,5.4,9,12,1991,2
33,F01115,Y728-TH,Y728,-+,7Z8,,1993,4,12,1984,8,27/11/1992,F,4.85,27,11,1992,4
34,F01102,Y806-TH,Y806,-+,,,1990,8,12,1984,5,04/12/1989,F,4.7,6,12,1989,4
34,F01102,Y806-TH-W1217,Y806-TH-W1218,-+,,,1991,8,12,1984,6,29/12/1990,,,,,1990,5
34,F01102,Y806-TH-W1217,Y806-TH-W1218,-+,,,1992,8,12,1984,7,19/12/1991,F,4.5,21,12,1991,2
34,F01102,Y806-TH-W1217,Y806-TH-W1218,-+,,,1993,8,12,1984,8,05/12/1992,F,4.2,7,12,1992,4
34,F01102,Y806-TH-W1217-TH,Y806-TH-W1218,-+,,,1994,8,12,1984,9,03/12/1993,M,4.6,4,12,1993,3
35,,Y857-TH,Y857,-+,,,1988,27,12,1984,3,,F,4.9,17,12,1987,3
35,,Y857-TH,Y857,-+,,,1989,27,12,1984,4,06/12/1988,,,,,1988,5
35,,Y857-TH,Y857,-+,,,1990,27,12,1984,5,05/12/1989,F,5.2,7,12,1989,2
36,F02268,Y904,Y904-TH,+-,,,1993,10,12,1984,8,06/12/1992,F,4.65,7,12,1992,4
36,F02268,Y904,Y904-TH,+-,,,1994,10,12,1984,9,03/12/1993,M,5.3,4,12,1993,2
36,F02268,Y904,Y904-TH,+-,,,1995,10,12,1984,10,01/12/1994,M,5.8,2,12,1994,2
36,F02268,Y904,Y904-TH,+-,,,1996,10,12,1984,11,02/12/1995,F,5.6,4,12,1995,2
36,F02268,Y904,Y904-TH,+-,,,1997,10,12,1984,12,30/11/1996,M,5.6,2,12,1996,2
36,F02268,Y904,Y904-TH,+-,,,1998,10,12,1984,13,28/11/1997,F,5.1,29,11,1997,3
36,F02268,Y904,Y904-TH,+-,,,1999,10,12,1984,14,04/12/1998,M,5,6,12,1998,2
37,F00204,G27,G27-TH,+-,,,1990,6,12,1985,4,16/12/1989,F,5,17,12,1989,3
37,F00204,G27,G27-TH,+-,,,1991,6,12,1985,5,25/12/1990,M,5.2,26,12,1990,3
37,F00204,G27,G27-TH,+-,,,1992,6,12,1985,6,10/12/1991,M,6.2,11,12,1991,2
37,F00204,G27,G27-TH,+-,,,1993,6,12,1985,7,14/12/1992,M,5.6,15,12,1992,2
37,F00204,G27,G27-TH,+-,,,1995,6,12,1985,9,18/12/1994,,,,,1994,5
37,F00204,G27,G27-TH,+-,,,1996,6,12,1985,10,13/12/1995,F,6.1,15,12,1995,2
37,F00204,G27,G27-TH,+-,,,1997,6,12,1985,11,01/12/1996,F,4.9,3,12,1996,2
37,F00204,G27,G27-TH,+-,,,1998,6,12,1985,12,03/12/1997,M,5.4,4,12,1997,2
38,F02617,G74-TH,G74,-+,,04601CD33F,1990,30,11,1985,4,04/12/1989,F,3.9,7,12,1989,4
38,F02617,G74-TH,G74,-+,,04601CD33F,1991,30,11,1985,5,30/11/1990,,,,,1990,5
38,F02617,G74-TH,G74,-+,,04601CD33F,1992,30,11,1985,6,20/12/1991,,,,,1991,5
38,F02617,G74-TH,G74,-+,,04601CD33F,1993,30,11,1985,7,28/11/1992,M,5.4,29,11,1992,2
38,F02617,G74-TH,G74,-+,,04601CD33F,1994,30,11,1985,8,12/12/1993,,,,,1993,5
38,F02617,G74-TH,G74,-+,,04601CD33F,1997,30,11,1985,11,21/11/1996,,,,,1996,5
39,F02246,G82-TH,G82,-+,,,1990,3,12,1985,4,13/12/1989,M,4.2,15,12,1989,3
39,F02246,G82-TH,G82,-+,,,1991,3,12,1985,5,17/12/1990,,,,,1990,5
39,F02246,G82-TH,G82,-+,,,1992,3,12,1985,6,12/12/1991,,,,,1991,5
39,F02246,G82-TH,G82,-+,,,1993,3,12,1985,7,05/12/1992,F,4.1,6,12,1992,4
39,F02246,G82-TH,G82,-+,,,1994,3,12,1985,8,07/12/1993,M,4.2,8,12,1993,3
39,F02246,G82-TH,G82,-+,,,1995,3,12,1985,9,08/12/1994,F,4,9,12,1994,2
39,F02246,G82-TH,G82,-+,,,1996,3,12,1985,10,04/12/1995,M,5.2,6,12,1995,2
39,F02246,G82-TH,G82,-+,,,1997,3,12,1985,11,01/12/1996,M,4.8,2,12,1996,2
39,F02246,G82-TH,G82,-+,,,1998,3,12,1985,12,31/12/1997,F,4.6,1,1,1998,3
39,F02246,G82-TH,G82,-+,,,1999,3,12,1985,13,03/12/1998,M,5.7,4,12,1998,2
39,F02246,G82-TH,G82,-+,,,2000,3,12,1985,14,02/12/1999,M,5.1,4,12,1999,2
39,F02246,G82-TH,G82,-+,,,2001,3,12,1985,15,24/11/2000,F,5.1,27,11,2000,2
39,F02246,G82-TH,G82,-+,,,2002,3,12,1985,16,01/12/2001,F,5,2,12,2001,2
39,F02246,G82-TH,G82,-+,,,2003,3,12,1985,17,29/11/2002,M,5.3,1,12,2002,3
40,F02335,G109,G109,++,,,1990,29,11,1985,4,12/12/1989,F,5.5,14,12,1989,4
40,F02335,G109,G109,++,,,1991,29,11,1985,5,19/12/1990,,,,,1990,5
40,F02335,G109,G109,++,,,1992,29,11,1985,6,15/12/1991,,,18,12,1991,4
40,F02335,G109,G109,++,,,1993,29,11,1985,7,13/12/1992,M,5.3,15,12,1992,4
40,F02335,G109,G109,++,,,1994,29,11,1985,8,17/12/1993,M,5,18,12,1993,3
40,F02335,G109,G109,++,,,1995,29,11,1985,9,09/12/1994,F,4.1,11,12,1994,2
40,F02335,G109,G109,++,,,1996,29,11,1985,10,05/12/1995,,,,,1995,5
41,F01120,G112-TH,G112,-+,,,1990,9,12,1985,4,11/12/1989,F,4.6,12,12,1989,3
41,F01120,G112-TH,G112,-+,,,1991,9,12,1985,5,18/12/1990,,,,,1990,5
41,F01120,G112-TH,G112,-+,,,1992,9,12,1985,6,16/12/1991,M,6.5,17,12,1991,2
41,F01120,G112-TH,G112,-+,,,1993,9,12,1985,7,16/12/1992,M,5.3,17,12,1992,2
41,F01120,G112-TH,G112,-+,,,1994,9,12,1985,8,07/12/1993,F,4.7,7,12,1993,3
41,F01120,G112-TH,G112,-+,,,1995,9,12,1985,9,10/12/1994,F,5,11,12,1994,3
41,F01120,G112-TH,G112,-+,,,1996,9,12,1985,10,04/12/1995,M,4.8,5,12,1995,2
42,F00173,G149-TH-W1116,G149,-+,,,1990,11,12,1985,4,13/12/1989,M,5.2,15,12,1989,3
42,F00173,G149-TH-W1116,G149,-+,,,1991,11,12,1985,5,18/12/1990,M,4.7,19,12,1990,3
42,F00173,G149-TH-W1116,G149,-+,,,1992,11,12,1985,6,20/12/1991,F,4.8,21,12,1991,2
42,F00173,G149-TH-W1116,G149,-+,,,1994,11,12,1985,8,07/12/1993,M,5.6,8,12,1993,3
42,F00173,G149-TH-W1116,G149,-+,,,1995,11,12,1985,9,07/12/1994,F,4.7,9,12,1994,2
42,F00173,G149-TH-W1116,G149,-+,,,1996,11,12,1985,10,09/12/1995,,,,,1995,5
42,F00173,G149-TH-W1116,G149,-+,,,1997,11,12,1985,11,05/12/1996,M,5.2,6,12,1996,2
42,F00173,G149-TH-W1116,G149-TH,--,,,1999,11,12,1985,13,28/11/1998,F,5.2,30,11,1998,4
43,F00211,G155-TH,G155,-+,,,1990,28,11,1985,4,03/12/1989,M,5.6,5,12,1989,3
43,F00211,G155-TH,G155,-+,,,1991,28,11,1985,5,29/12/1990,F,4.5,29,12,1990,3
43,F00211,G155-TH,G155,-+,,,1992,28,11,1985,6,02/12/1991,F,4.4,4,12,1991,2
43,F00211,G155-TH,G155,-+,,,1993,28,11,1985,7,02/12/1992,M,5.5,4,12,1992,2
43,F00211,G155-TH,G155,-+,,,1994,28,11,1985,8,02/12/1993,F,5.2,3,12,1993,2
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,1995,28,11,1985,9,01/12/1994,F,4.6,3,12,1994,2
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,1996,28,11,1985,10,04/12/1995,F,4.7,6,12,1995,2
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,1997,28,11,1985,11,23/11/1996,F,4.8,26,11,1996,2
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,1998,28,11,1985,12,03/12/1997,F,5.2,4,12,1997,2
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,1999,28,11,1985,13,28/11/1998,F,4.1,30,11,1998,3
43,F00211,G155-TH-W5075,G155-TH-W5076,#NAME?,,,2000,28,11,1985,14,01/12/1999,F,5.6,3,12,1999,4
44,F00222,G178,G178,++,,FE400014CF,1989,4,12,1985,3,18/12/1988,F,4.5,20,12,1988,3
44,F00222,G178,G178,++,,FE400014CF,1990,4,12,1985,4,08/12/1989,M,5.5,11,12,1989,2
44,F00222,G178-TH,G178,-+,,FE400014CF,1991,4,12,1985,5,02/01/1991,F,3.8,3,1,1991,3
44,F00222,G178-TH,G178,-+,,FE400014CF,1992,4,12,1985,6,14/12/1991,F,5.3,16,12,1991,2
44,F00222,G178-TH,G178,-+,,FE400014CF,1993,4,12,1985,7,04/12/1992,M,5.95,6,12,1992,4
44,F00222,G178-TH,G178,-+,,FE400014CF,1994,4,12,1985,8,07/12/1993,M,6.2,9,12,1993,2
44,F00222,G178-TH,G178,-+,,FE400014CF,1995,4,12,1985,9,26/12/1994,,,,,1994,5
44,F00222,G178-TH,G178,-+,,FE400014CF,1996,4,12,1985,10,11/12/1995,M,5.2,12,12,1995,2
44,F00222,G178-TH,G178,-+,,FE400014CF,1997,4,12,1985,11,02/12/1996,F,4.9,4,12,1996,2
44,F00222,G178-TH,G178,-+,,FE400014CF,1999,4,12,1985,13,03/01/1999,,,,,1998,5
44,F00222,G178-TH,G178,-+,,FE400014CF,2000,4,12,1985,14,10/12/1999,F,5.3,13,12,1999,2
44,F00222,G178-TH,G178,-+,,FE400014CF,2001,4,12,1985,15,28/11/2000,M,6.3,30,11,2000,2
44,F00222,G178-TH,G178,-+,,FE400014CF,2002,4,12,1985,16,11/12/2001,M,5.1,13,12,2001,2
44,F00222,G178-TH-W7008,G178-W7008,#NAME?,,FE400014CF,2004,4,12,1985,18,02/12/2003,M,6.1,3,12,2003,2
44,F00222,G178-TH-W7008-TH,G178-W7008-TH,#NAME?,,FE400014CF,2005,4,12,1985,19,15/12/2004,M,4.7,18,12,2004,3
45,F01097,G210,G210-TH,+-,,,1992,6,12,1985,6,02/12/1991,M,5,3,12,1991,2
45,F01097,G210,G210-TH,+-,,,1993,6,12,1985,7,13/12/1992,F,4.7,14,12,1992,4
45,F01097,G210,G210-TH,+-,,,1995,6,12,1985,9,13/12/1994,,,,,1994,5
45,F01097,G210,G210-TH,+-,,,1996,6,12,1985,10,30/11/1995,F,4.3,1,12,1995,6
46,F01091,G250-TH,G250,-+,,,1990,3,12,1985,4,06/12/1989,F,4.3,8,12,1989,4
46,F01091,G250-TH,G250,-+,,,1991,3,12,1985,5,17/12/1990,,,,,1990,5
46,F01091,G250-TH,G250,-+,,,1992,3,12,1985,6,12/12/1991,F,4.8,15,12,1991,2
47,F01217,G278-TH,G278,-+,,,1992,14,12,1985,6,18/12/1991,M,4.5,19,12,1991,3
47,F01217,G278-TH,G278,-+,,,1993,14,12,1985,7,11/12/1992,M,5.8,12,12,1992,4
47,F01217,G278-TH,G278,-+,,,1994,14,12,1985,8,17/12/1993,F,4.9,18,12,1993,3
47,F01217,G278-TH,G278,-+,,,1995,14,12,1985,9,08/12/1994,M,5.3,9,12,1994,2
47,F01217,G278-TH,G278,-+,,,1996,14,12,1985,10,03/12/1995,M,4.7,4,12,1995,3
47,F01217,G278-TH,G278,-+,,,1997,14,12,1985,11,27/11/1996,F,4.3,28,11,1996,2
47,F01217,G278-TH,G278,-+,,,1998,14,12,1985,12,09/12/1997,F,4.4,9,12,1997,4
48,F00101,G301,G301,++,,,1990,5,12,1985,4,09/12/1989,M,6,12,12,1989,3
48,F00101,G301,G301-W1211,+-,,,1991,5,12,1985,5,06/12/1990,M,5.3,6,12,1990,3
48,F00101,G301,G301-W1211,+-,,,1992,5,12,1985,6,01/12/1991,M,5.8,2,12,1991,2
48,F00101,G301,G301-W1211,+-,,,1993,5,12,1985,7,30/11/1992,F,5.4,2,12,1992,2
48,F00101,G301,G301-W1211,+-,,,1994,5,12,1985,8,25/11/1993,M,5.9,27,11,1993,4
48,F00101,G301,G301-W1211,+-,,,1995,5,12,1985,9,30/11/1994,F,5.4,2,12,1994,2
48,F00101,G301,G301-W1211-TH,+-,,,1996,5,12,1985,10,23/11/1995,M,6.3,27,11,1995,2
48,F00101,G301,G301-W1211-TH,+-,,,1998,5,12,1985,12,28/11/1997,M,5.7,30,11,1997,2
49,F00207,G307,G307,++,,,1990,5,12,1985,4,06/12/1989,F,3.9,9,12,1989,3
49,F00207,G307,G307,++,,,1991,5,12,1985,5,27/12/1990,M,4.2,27,12,1990,3
49,F00207,G307,G307,++,,,1992,5,12,1985,6,14/12/1991,M,5.6,15,12,1991,2
49,F00207,G307,G307,++,,,1993,5,12,1985,7,26/11/1992,F,4.8,27,11,1992,4
49,F00207,G307,G307,++,,,1994,5,12,1985,8,28/11/1993,F,4.5,29,11,1993,2
50,F01218,G323-TH-W1097,G323,-+,^7,,1989,6,12,1985,3,15/12/1988,M,6,17,12,1988,3
50,F01218,G323-TH-W1097-TH,G323,-+,^7,,1992,6,12,1985,6,19/12/1991,M,4.5,19,12,1991,4
50,F01218,G323-TH-W1097-TH,G323,-+,^7,,1993,6,12,1985,7,12/12/1992,M,6.35,14,12,1992,4
50,F01218,G323-TH-W1097-TH,G323,-+,^7,,1994,6,12,1985,8,16/12/1993,F,5.3,18,12,1993,4
51,F00164,G328-TH,G328,-+,,,1990,1,12,1985,4,09/12/1989,F,4.2,11,12,1989,2
51,F00164,G328-TH,G328,-+,,,1991,1,12,1985,5,15/12/1990,F,4.1,16,12,1990,3
51,F00164,G328-TH,G328,-+,,,1992,1,12,1985,6,18/12/1991,F,6,18,12,1991,2
51,F00164,G328-TH,G328,-+,,,1994,1,12,1985,8,26/12/1993,M,5.3,27,12,1993,3
51,F00164,G328-TH,G328,-+,,,1995,1,12,1985,9,13/12/1994,,,,,1994,5
51,F00164,G328-TH,G328,-+,,,1996,1,12,1985,10,07/12/1995,F,5.2,9,12,1995,2
52,F00172,G347-TH,G347,-+,,,1990,3,12,1985,4,11/12/1989,F,5.2,13,12,1989,2
52,F00172,G347-TH,G347,-+,,,1991,3,12,1985,5,18/12/1990,M,6,19,12,1990,3
52,F00172,G347-TH,G347,-+,,,1992,3,12,1985,6,14/12/1991,M,6.2,14,12,1991,2
52,F00172,G347-TH,G347,-+,,,1993,3,12,1985,7,04/12/1992,F,6.35,6,12,1992,2
52,F00172,G347-TH,G347,-+,,,1994,3,12,1985,8,04/12/1993,F,5.6,4,12,1993,3
52,F00172,G347-TH,G347,-+,,,1995,3,12,1985,9,05/12/1994,F,5.7,7,12,1994,2
52,F00172,G347-TH,G347,-+,,,1996,3,12,1985,10,29/11/1995,M,6,30,11,1995,4
52,F00172,G347-TH,G347,-+,,,1997,3,12,1985,11,29/11/1996,M,6.2,30,11,1996,4
52,F00172,G347-TH,G347,-+,,,1998,3,12,1985,12,03/01/1998,F,5.5,4,1,1998,4
52,F00172,G347-TH,G347,-+,,,1999,3,12,1985,13,05/12/1998,M,6.2,6,12,1998,4
52,F00172,G347-TH,G347,-+,,,2000,3,12,1985,14,19/12/1999,,,,,1999,5
53,F01106,G379,G379-TH-W1074,+-,7+,,1990,3,12,1985,4,02/12/1989,F,4,4,12,1989,3
53,F01106,G379,G379-TH-W1074,+-,7+,,1991,3,12,1985,5,29/11/1990,,,,,1990,5
53,F01106,G379,G379-TH-W1074,+-,7+,,1992,3,12,1985,6,07/12/1991,M,5.3,8,12,1991,2
53,F01106,G379,G379-TH-W1074,+-,7+,,1993,3,12,1985,7,11/12/1992,,,,,1992,5
53,F01106,G379,G379-TH-W1074-TH,+-,7+,,1994,3,12,1985,8,26/11/1993,F,4.4,27,11,1993,3
53,F01106,G379,G379-TH-W1074-TH,+-,7+,,1995,3,12,1985,9,04/12/1994,F,4.3,6,12,1994,2
53,F01106,G379,G379-TH-W1074-TH,+-,7+,,1996,3,12,1985,10,02/12/1995,F,4.2,3,12,1995,2
53,F01106,G379,G379-TH-W1074-TH,+-,7+,,1997,3,12,1985,11,26/11/1996,F,4.1,26,11,1996,2
